,Unnamed: 0,id,description,year,dateBegan,daterestoration,respondent,geographicAreas,NERCRegion,tags,beginTime,restorationTime,numCustomersAffected,demandLoss
1004,1004,1004,Severe Weather,2009,2/11/2009,2/12/2009,Midwest ISO,Ohio,RFC,"severe weather, thunderstorm",21:00:00,12:00:00,63000.0,350.0
1005,1005,1005,Severe Weather,2009,2/11/2009,2/11/2009,CenterPoint Energy,Texas,TRE,"severe weather, wind",02:30:00,12:00:00,64801.0,350.0
1006,1006,1006,Severe Weather,2009,2/11/2009,2/12/2009,Louisville Gas and Electric/Kentucky Utilities,Kentucky,RFC,"severe weather, thunderstorm",19:00:00,11:00:00,78000.0,
1007,1007,1007,Severe Weather,2009,1/28/2009,1/30/2009,Midwest ISO,Missouri,RFC,"severe weather, winter storm",00:10:00,21:20:00,1.0,300.0
1008,1008,1008,Severe Weather,2009,1/28/2009,1/30/2009,Duke Energy Ohio,Ohio,RFC,"severe weather, winter storm",10:00:00,21:20:00,53600.0,
1009,1009,1009,Severe Weather,2009,1/28/2009,2/13/2009,Duke Energy Indiana,Indiana,RFC,"severe weather, winter storm",07:50:00,08:03:00,53700.0,
1010,1010,1010,Severe Weather,2009,1/28/2009,2/13/2009,Midwest ISO,Illinois,RFC,"severe weather, winter storm",03:00:00,08:03:00,230300.0,
1011,1011,1011,Severe Weather,2009,1/28/2009,2/5/2009,Tennessee Valley Authority,Tennessee,SERC,"severe weather, winter storm",09:00:00,08:00:00,109527.0,
1012,1012,1012,Severe Weather,2009,1/28/2009,2/5/2009,Vectren Energy Delivery of Indiana,Indiana,RFC,"severe weather, winter storm",06:00:00,18:00:00,75000.0,506.0
1013,1013,1013,Severe Weather,2009,1/28/2009,2/7/2009,Henderson Municipal Power and Light,Kentucky,RFC,"severe weather, winter storm",04:00:00,17:00:00,3500.0,21.0
1014,1014,1014,Severe Weather,2009,1/27/2009,1/29/2009,American Electric Power,Unknown,RFC,"severe weather, winter storm",15:43:00,09:00:00,59402.0,
1015,1015,1015,Severe Weather,2009,1/27/2009,2/4/2009,Big Rivers Electric Corporation,Indiana,SERC,"severe weather, winter storm",07:10:00,19:30:00,3.0,350.0
1016,1016,1016,Severe Weather,2009,1/27/2009,1/30/2009,"Associated Electric Cooperative, Inc.",Missouri,SERC,"severe weather, winter storm",11:00:00,18:00:00,62500.0,200.0
1017,1017,1017,Severe Weather,2009,1/27/2009,1/29/2009,Arkansas Electric Cooperative Corporation,Arkansas,SERC,"severe weather, winter storm",21:00:00,06:00:00,215700.0,600.0
1018,1018,1018,Severe Weather,2009,1/27/2009,1/31/2009,"East Kentucky Power Cooperative, Inc.",Kentucky,SERC,"severe weather, winter storm",05:03:00,17:15:00,190000.0,600.0
1019,1019,1019,Severe Weather,2009,1/27/2009,2/3/2009,Entergy Corporation,Arkansas,SERC,"severe weather, winter storm",13:46:00,17:00:00,111818.0,
1020,1020,1020,Severe Weather,2009,1/27/2009,1/29/2009,Louisville Gas and Electric/Kentucky Utilities,Kentucky,RFC,"severe weather, winter storm",05:00:00,16:30:00,383000.0,
1021,1021,1021,Severe Weather,2009,1/27/2009,1/27/2009,Tennessee Valley Autbority,Virginia,SERC,"severe weather, winter storm",21:45:00,22:17:00,1.0,850.0
1022,1022,1022,Firm Load,2009,1/22/2009,1/22/2009,Crawfordsville Electric Light and Power,Indiana,RFC,load shedding,16:00:00,17:05:00,9700.0,50.0
1023,1023,1023,Fuel Supply,2009,1/17/2009,1/25/2009,"State Line Energy, LLC",Indiana,RFC,fuel supply emergency,08:00:00,08:00:00,,
1024,1024,1024,Transmission Equipment,2009,1/8/2009,1/9/2009,Florida Keys Electric Cooperative Assoc. Inc.,Florida,FRCC,"equipment failure, transmission interruption",23:46:00,11:25:00,31000.0,55.0
1025,1025,1025,Severe Weather,2009,1/7/2009,1/7/2009,Duke Energy Carolinas,North Carolina,SERC,"severe weather, wind",17:00:00,20:05:00,70000.0,300.0
1026,1026,1026,Severe Weather,2009,1/5/2009,1/6/2009,"Oncor Electric Delivery Company, LLC",Texas,TRE,"severe weather, storm",05:00:00,18:00:00,157019.0,
1027,1027,1027,Firm Load,2008,12/30/2008,12/30/2008,Crawfordsville Electric Light and Power,Indiana,RFC,load shedding,16:02:00,16:37:00,9700.0,41.0
1028,1028,1028,Severe Weather,2008,12/28/2008,12/31/2008,Consumers Energy,Michigan,RFC,"severe weather, wind",04:45:00,18:00:00,210517.0,
1029,1029,1029,Severe Weather,2008,12/28/2008,12/28/2008,Midwest ISO,Michigan,RFC,"severe weather, wind",11:45:00,23:30:00,230000.0,
1030,1030,1030,Severe Weather,2008,12/27/2008,1/1/2008,DTE Energy,Michigan,RFC,"severe weather, wind",16:00:00,23:30:00,247847.0,
1031,1031,1031,Lightning,2008,12/26/2008,12/27/2008,"Hawaiian Electric Company, Inc.",Hawaii,HI,"severe weather, thunderstorm",18:13:00,17:00:00,294000.0,1060.0
1032,1032,1032,Firm Load,2008,12/26/2008,12/26/2008,Sacramento Municipal Utility District,California,WECC,load shedding,11:40:00,15:34:00,50000.0,110.0
1033,1033,1033,Severe Weather,2008,12/19/2008,12/20/2008,Midwest ISO,Indiana,RFC,"severe weather, winter storm",09:00:00,08:20:00,50000.0,
1034,1034,1034,Electrical System Separation,2008,12/19/2008,12/19/2008,Pacific Gas and Electric Company,California,WECC,islanding,01:02:00,06:17:00,638.0,1.0
1035,1035,1035,Severe Weather,2008,12/19/2008,12/22/2008,American Electric Power,Indiana,RFC,"severe weather, winter storm",08:30:00,12:00:00,140000.0,
1036,1036,1036,Public Appeal,2008,12/13/2008,12/21/2008,Pacific Gas and Electric Company,California,WECC,public appeal,15:30:00,09:17:00,0.0,5.0
1037,1037,1037,Severe Weather,2008,12/12/2008,12/14/2008,Central Maine Power Company,Maine,NPCC,"severe weather, winter storm",08:45:00,09:52:00,169757.0,
1038,1038,1038,Severe Weather,2008,12/12/2008,12/22/2008,ISO New England,Unknown,NPCC,"severe weather, winter storm",01:00:00,00:00:00,970000.0,
1039,1039,1039,Severe Weather,2008,12/12/2008,12/19/2008,National Grid,New York,NPCC,"severe weather, winter storm",02:38:00,13:24:00,190000.0,200.0
1040,1040,1040,Severe Weather,2008,12/11/2008,12/15/2008,Central Hudson Gas and Electric,New York,NPCC,"severe weather, winter storm",18:00:00,00:00:00,60000.0,
1041,1041,1041,Severe Weather,2008,12/11/2008,12/13/2008,Entergy Corporation,Mississippi,SERC,"severe weather, winter storm",09:00:00,23:59:00,91300.0,
1042,1042,1042,Public Appeal,2008,12/10/2008,12/10/2008,PacifiCorp,Oregon,WECC,"equipment failure, public appeal",17:09:00,20:29:00,3.0,32.0
1043,1043,1043,Transmission Equipment,2008,12/9/2008,12/10/2008,Jersey Central Power and Light,New Jersey,RFC,transmission interruption,17:27:00,04:12:00,156729.0,438.0
1044,1044,1044,Fire,2008,12/2/2008,12/2/2008,Midwest ISO,Missouri,RFC,"wild fire, load shedding",04:30:00,07:00:00,53000.0,135.0
1045,1045,1045,Fire,2008,11/15/2008,11/15/2008,Los Angeles Department of Water and Power,California,WECC,"wild fire, load shedding",09:39:00,10:10:00,115500.0,211.0
1046,1046,1046,Firm Load,2008,11/11/2008,11/11/2008,Puerto Rico Electric Power Authority,Puerto Rico,PR,load shedding,08:30:00,00:19:00,261000.0,250.0
1047,1047,1047,Firm Load,2008,11/7/2008,11/7/2008,California ISO,California,WECC,load shedding,11:15:00,11:54:00,400000.0,430.0
1048,1048,1048,Firm Load,2008,11/7/2008,11/7/2008,Southern California Edison,California,WECC,load shedding,11:13:00,11:54:00,140000.0,250.0
1049,1049,1049,Severe Weather,2008,10/25/2008,10/27/2008,ISO New England,Connecticut,NPCC,"severe weather, storm",23:00:00,07:00:00,52000.0,
1050,1050,1050,Firm Load,2008,10/2/2008,10/2/2008,Dow Chemical Company,Louisiana,SERC,load shedding,14:50:00,09:50:00,0.0,200.0
1051,1051,1051,Electrical System Separation,2008,9/30/2008,9/30/2008,Pacific Gas and Electric Company,California,WECC,islanding,14:02:00,14:05:00,10000.0,30.0
1052,1052,1052,Firm Load,2008,9/22/2008,9/22/2008,Puerto Rico Electric Power Authority,Puerto Rico,PR,load shedding,17:49:00,06:39:00,43600.0,125.0
1053,1053,1053,Hurricane Ike,2008,9/15/2008,9/19/2008,Allegheny Power,Pennsylvania,RFC,"severe weather, hurricane/tropical storm",00:37:00,16:30:00,160875.0,546.0
1054,1054,1054,Severe Weather,2008,9/14/2008,9/22/2008,Ohio Edison Company,Ohio,RFC,"severe weather, wind",17:00:00,17:11:00,564728.0,469.0
1055,1055,1055,Severe Weather,2008,9/14/2008,9/21/2008,Owensboro Municipal Utilities,Kentucky,RFC,"severe weather, wind",10:01:00,17:00:00,18000.0,70.0
1056,1056,1056,Hurricane Ike,2008,9/14/2008,9/14/2008,Louisville Gas/Kentucky Utilities,Kentucky,RFC,"severe weather, hurricane/tropical storm",11:30:00,16:30:00,375000.0,
1057,1057,1057,Severe Weather,2008,9/14/2008,9/22/2008,Cleveland Electric Illuminating Company,Ohio,RFC,"severe weather, wind",17:00:00,03:20:00,245164.0,430.0
1058,1058,1058,Hurricane Ike,2008,9/14/2008,9/18/2008,Ameren Corporation,Illinois,MRO,"severe weather, hurricane/tropical storm",07:30:00,15:00:00,107000.0,
1059,1059,1059,Hurricane Ike,2008,9/14/2008,9/14/2008,Midwest ISO,Indiana,RFC,"severe weather, hurricane/tropical storm",06:30:00,14:38:00,875000.0,
1060,1060,1060,Severe Weather,2008,9/14/2008,9/19/2008,Pennsylvania Electric Company,Pennsylvania,RFC,"severe weather, wind",17:00:00,12:38:00,124596.0,72.0
1061,1061,1061,Hurricane Ike,2008,9/14/2008,9/17/2008,Dayton Power and Light,Ohio,RFC,"severe weather, hurricane/tropical storm",14:00:00,12:00:00,95000.0,1000.0
1062,1062,1062,Hurricane Ike,2008,9/14/2008,9/14/2008,Duquesne Light Company,Pennsylvania,RFC,"severe weather, hurricane/tropical storm",19:00:00,23:59:00,105000.0,600.0
1063,1063,1063,Severe Weather,2008,9/14/2008,9/20/2008,American Electric Company,Indiana,RFC,"severe weather, wind",16:00:00,23:00:00,650000.0,
1064,1064,1064,Hurricane Ike,2008,9/13/2008,9/15/2008,Oncor Electric Delivery Company LLC,Texas,TRE,"severe weather, hurricane/tropical storm",12:00:00,08:00:00,238392.0,
1065,1065,1065,Hurricane Ike,2008,9/13/2008,9/16/2008,American Electric Power CSWS,Texas,SPP,"severe weather, hurricane/tropical storm",16:00:00,19:44:00,184501.0,
1066,1066,1066,Hurricane Ike,2008,9/13/2008,9/27/2008,Louisiana Generating LLC,Louisiana,SERC,"severe weather, hurricane/tropical storm",10:24:00,14:40:00,50000.0,40.0
1067,1067,1067,Hurricane Ike,2008,9/12/2008,9/27/2008,Texas New Mexico Power Company,Texas,TRE,"severe weather, hurricane/tropical storm",20:00:00,19:00:00,113247.0,650.0
1068,1068,1068,Hurricane Ike,2008,9/12/2008,10/1/2008,CenterPoint Energy,Texas,TRE,"severe weather, hurricane/tropical storm",18:21:00,23:59:00,2142678.0,8087.0
1069,1069,1069,Hurricane Ike,2008,9/12/2008,10/1/2008,Electric Reliability Council of Texas,Colorado,TRE,"severe weather, hurricane/tropical storm",18:21:00,23:59:00,2504366.0,
1070,1070,1070,Hurricane Ike,2008,9/12/2008,9/14/2008,Entergy Corporation,Texas,SERC,"severe weather, hurricane/tropical storm",05:45:00,13:00:00,705000.0,
1071,1071,1071,Fuel Supply,2008,9/8/2008,9/9/2008,"State of California, Department of Water Resources",Canada,WECC,fuel supply emergency,22:03:00,00:28:00,0.0,300.0
1072,1072,1072,Severe Weather,2008,9/6/2008,9/6/2008,Dominion-Virginia Power,North Carolina,SERC,"severe weather, hurricane/tropical storm",14:15:00,16:06:00,64463.0,220.0
1073,1073,1073,Severe Weather,2008,9/6/2008,9/6/2008,Progress Energy Carolinas,North Carolina,SERC,"severe weather, hurricane/tropical storm",07:45:00,10:30:00,57000.0,
1074,1074,1074,Hurricane Gustav,2008,9/1/2008,9/13/2008,Louisiana Generating LLC,Louisiana,SERC,"severe weather, hurricane/tropical storm",10:30:00,19:22:00,150000.0,400.0
1075,1075,1075,Hurricane Gustav,2008,9/1/2008,9/10/2008,Cleco Power LLC,Louisiana,SERC,"severe weather, hurricane/tropical storm",11:45:00,16:00:00,246092.0,
1076,1076,1076,Fuel Supply,2008,8/31/2008,9/19/2008,Dow Chemical Company,Louisiana,SERC,fuel supply emergency,07:30:00,09:00:00,0.0,200.0
1077,1077,1077,Hurricane Gustav,2008,8/31/2008,9/3/2008,Entergy Corporation,Mississippi,SERC,"severe weather, hurricane/tropical storm",19:00:00,09:00:00,964000.0,
1078,1078,1078,Severe Weather,2008,8/24/2008,8/24/2008,Southern Company,Alabama,SERC,"severe weather, hurricane/tropical storm",04:30:00,14:00:00,87390.0,110.0
1079,1079,1079,Fuel Supply,2008,8/22/2008,8/23/2008,Mirant Chalk Point LLC,Unknown,RFC,"fuel supply emergency, coal",12:00:00,12:00:00,0.0,0.0
1080,1080,1080,Severe Weather,2008,8/21/2008,8/25/2008,Progress Energy Florida,Florida,FRCC,"severe weather, hurricane/tropical storm",19:00:00,08:00:00,430000.0,
1081,1081,1081,Severe Weather,2008,8/19/2008,8/22/2008,Florida Power and Light,Florida,FRCC,"severe weather, hurricane/tropical storm",09:29:00,22:00:00,101950.0,
1082,1082,1082,Firm Load,2008,8/18/2008,8/19/2008,Puerto Rico Electric Power Authority,Unknown,PR,load shedding,19:22:00,18:44:00,100000.0,225.0
1083,1083,1083,Lightning,2008,8/16/2008,8/16/2008,Lubbock Power and Light,Texas,TRE,"severe weather, thunderstorm, equipment failure",05:23:00,07:30:00,71823.0,153.0
1084,1084,1084,Firm Load,2008,8/16/2008,8/16/2008,Puerto Rico Electric Power Authority,Puerto Rico,PR,"load shedding, voltage reduction",08:14:00,15:00:00,200000.0,300.0
1085,1085,1085,Public Appeal,2008,8/15/2008,8/15/2008,Seattle City Light,Washington,WECC,public appeal,12:52:00,17:00:00,8000.0,100.0
1086,1086,1086,Public Appeal,2008,8/9/2008,8/9/2008,XCEL,Texas,SPP,"fuel supply emergency, public appeal",12:00:00,20:46:00,0.0,0.0
1087,1087,1087,Severe Weather,2008,8/5/2008,8/5/2008,Northern Indiana Public Service Company,Indiana,RFC,"severe weather, storm",03:00:00,09:50:00,63000.0,0.0
1088,1088,1088,Severe Weather,2008,8/4/2008,8/6/2008,Exelon Corporation West ComEd,Unknown,RFC,severe weather,18:00:00,08:00:00,653000.0,
1089,1089,1089,Severe Weather,2008,8/3/2008,8/3/2008,Entergy Corporation,Texas,SERC,"severe weather, thunderstorm",01:30:00,04:15:00,59500.0,
1090,1090,1090,Severe Weather,2008,8/2/2008,8/3/2008,Southern Company,Alabama,SERC,"severe weather, thunderstorm",20:00:00,05:30:00,131115.0,400.0
1091,1091,1091,Severe Weather,2008,7/24/2008,7/24/2008,ISO New England,Maine,NPCC,"severe weather, thunderstorm, islanding",07:23:00,17:41:00,110000.0,180.0
1092,1092,1092,Hurricane Dolly,2008,7/23/2008,7/31/2008,American Electric Power,Texas,TRE,"severe weather, hurricane/tropical storm",05:56:00,04:00:00,211266.0,703.0
1093,1093,1093,Severe Weather,2008,7/22/2008,7/24/2008,Duke Energy Indiana,Indiana,RFC,"severe weather, thunderstorm",03:00:00,19:32:00,58000.0,
1094,1094,1094,Public Appeal,2008,7/22/2008,7/24/2008,Southwestern Public Service Company,Texas,SPP,"load shedding, public appeal",14:00:00,05:09:00,,
1095,1095,1095,Severe Weather,2008,7/22/2008,7/23/2008,Duke Energy Ohio,Ohio,RFC,"severe weather, thunderstorm",03:00:00,03:30:00,56000.0,
1096,1096,1096,Severe Weather,2008,7/21/2008,7/22/2008,MidAmercian Energy Company,Illinois,MRO,"severe weather, storm",00:49:00,18:00:00,185000.0,170.0
1097,1097,1097,Unit Tripped,2008,7/10/2008,7/10/2008,Crockett Cogeneration,California,WECC,generator trip,14:22:00,17:21:00,,240.0
1098,1098,1098,Fire,2008,7/7/2008,7/10/2008,California ISO,Unknown,WECC,"severe weather, heat, public appeal",12:15:00,17:00:00,0.0,0.0
1099,1099,1099,Fuel Supply,2008,7/2/2008,Ongoing,"State of California, Department of Water Resources",Unknown,WECC,fuel supply emergency,16:00:00,,,
1100,1100,1100,Thunderstorm,2008,7/2/2008,7/3/2008,Detroit Edison Company-DTE,Michigan,RFC,"severe weather, thunderstorm",20:00:00,03:00:00,56000.0,
1101,1101,1101,Severe Weather,2008,7/2/2008,7/6/2008,Consumers Energy,Michigan,RFC,severe weather,15:00:00,12:00:00,239663.0,125.0
1102,1102,1102,Fire,2008,7/2/2008,7/2/2008,California ISO,California,WECC,wild fire,19:16:00,23:28:00,200000.0,208.0
1103,1103,1103,Fire,2008,7/2/2008,7/3/2008,Southern California Edison,California,WECC,wild fire,19:36:00,01:10:00,37784.0,119.0
1104,1104,1104,Unit Tripped,2008,7/1/2008,7/1/2008,Crockett Cogeneration,California,WECC,generator trip,07:31:00,12:00:00,,160.0
1105,1105,1105,Severe Weather,2008,6/27/2008,6/27/2008,Omaha Public Power District,Nebraska,MRO,"severe weather, wind",16:30:00,17:30:00,126000.0,650.0
1106,1106,1106,Thunderstorm,2008,6/26/2008,6/26/2008,Detroit Edison Company-DTE,Michigan,RFC,"severe weather, thunderstorm",17:00:00,21:30:00,53000.0,
1107,1107,1107,Firm Load,2008,6/23/2008,6/23/2008,Progress Energy Florida,Florida,FRCC,"load shedding, equipment failure",16:52:00,23:28:00,32593.0,113.0
1108,1108,1108,Fire,2008,6/23/2008,6/23/2008,Northern Indiana Public Service Company,Indiana,RFC,equipment failure,13:44:00,13:45:00,,425.0
1109,1109,1109,Lightning,2008,6/22/2008,6/22/2008,Northern Indiana Public Service Company,Indiana,RFC,"severe weather, thunderstorm",16:55:00,17:05:00,,650.0
1110,1110,1110,Severe Weather,2008,6/21/2008,6/21/2008,Pacific Gas and Electric Company,California,WECC,"severe weather, thunderstorm, islanding",15:09:00,18:53:00,477.0,3.0
1111,1111,1111,Severe Weather,2008,6/17/2008,6/19/2008,Oncor Electric Delivery Company LLC,Texas,TRE,"severe weather, thunderstorm",09:01:00,20:30:00,234393.0,
1112,1112,1112,Thunderstorm,2008,6/17/2008,6/17/2008,"Golden Spread Electric Cooperative, Inc",Texas,TRE,"severe weather, thunderstorm, uncontrolled loss",20:40:00,23:00:00,37330.0,276.0
1113,1113,1113,Severe Weather,2008,6/17/2008,6/18/2008,Southwestern Public Service Company,Texas,SPP,"severe weather, thunderstorm, islanding",20:35:00,01:55:00,18000.0,560.0
1114,1114,1114,Thunderstorm,2008,6/16/2008,6/16/2008,Dominion-Virginia Power,Virginia,SERC,"severe weather, thunderstorm",16:15:00,23:19:00,115000.0,1000.0
1115,1115,1115,Electrical System Separation,2008,6/15/2008,6/15/2008,Crawfordsville Electric Light and Power,Indiana,RFC,islanding,19:06:00,20:42:00,9700.0,57.0
1116,1116,1116,Severe Weather,2008,6/15/2008,6/15/2008,Exelon Corporation-ComEd,Unknown,RFC,severe weather,08:00:00,20:00:00,165000.0,
1117,1117,1117,Uncontrolled Loss,2008,6/12/2008,6/18/2008,"Midwest ISO, ITC, ALTW",Iowa,RFC,"severe weather, flooding, uncontrolled loss",15:30:00,16:00:00,21000.0,200.0
1118,1118,1118,Uncontrolled Loss,2008,6/11/2008,6/11/2008,New York Independent System Operator,New York,NPCC,uncontrolled loss,13:15:00,14:05:00,61000.0,200.0
1119,1119,1119,Severe Weather,2008,6/10/2008,6/11/2008,ISO New England,Unknown,NPCC,"severe weather, storm",23:00:00,09:00:00,60000.0,50.0
1120,1120,1120,Serve Load,2008,6/10/2008,6/10/2008,"Entergy Services, Inc.",Unknown,SERC,load shedding,14:00:00,18:00:00,19.0,300.0
1121,1121,1121,Severe Weather,2008,6/10/2008,6/13/2008,National Grid,New York,NPCC,"severe weather, storm",11:00:00,17:30:00,68000.0,400.0
1122,1122,1122,Severe Weather,2008,6/10/2008,6/14/2008,PECO Energy,Pennsylvania,RFC,"severe weather, thunderstorm",19:00:00,15:59:00,198000.0,
1123,1123,1123,Severe Weather,2008,6/10/2008,6/14/2008,Public Service Electric and Gas,New Jersey,RFC,"severe weather, storm",18:00:00,11:30:00,248800.0,
1124,1124,1124,Fire,2008,6/9/2008,6/9/2008,Public Service Electric and Gas,New Jersey,RFC,equipment failure,14:52:00,20:25:00,75654.0,215.0
1125,1125,1125,Serve Load,2008,6/9/2008,6/9/2008,"Entergy Services, Inc.",Unknown,SERC,load shedding,14:00:00,19:00:00,19.0,300.0
1126,1126,1126,Severe Weather,2008,6/8/2008,6/9/2008,Exelon Corporation-ComEd,Unknown,RFC,severe weather,09:30:00,07:00:00,125000.0,
1127,1127,1127,Severe Weather,2008,6/8/2008,6/16/2008,Detroit Edison Company-DTE,Michigan,RFC,"severe weather, storm",18:00:00,23:30:00,150000.0,500.0
1128,1128,1128,Severe Weather,2008,6/6/2008,6/12/2008,Consumers Energy,Michigan,RFC,"severe weather, thunderstorm",15:18:00,08:00:00,358000.0,100.0
1129,1129,1129,Thunderstorm,2008,6/4/2008,6/5/2008,Dominion-Virginia Power,Virginia,SERC,"severe weather, thunderstorm",15:04:00,21:30:00,253800.0,850.0
1130,1130,1130,Severe Weather,2008,6/4/2008,6/7/2008,Baltimore Gas and Electric Company,Unknown,RFC,"severe weather, storm",15:00:00,05:30:00,108000.0,
1131,1131,1131,Firm Load,2008,6/4/2008,6/4/2008,Puerto Rico Electric Power Authority,Puerto Rico,PR,"load shedding, voltage reduction",15:14:00,15:46:00,100948.0,90.0
